0,0,0,0,0
1,2,2,0,0
2,1,1,1,0
1,2,2,0,0
2,3,3,0,0
1,4,4,0,0
2,5,5,0,0
1,4,4,2,0
2,3,3,2,0
2,4,4,0,0
0,5,5,0,0
1,5,5,3,0
1,6,6,0,0
2,3,3,2,0
0,2,2,2,0
1,3,3,0,0
2,3,3,2,0
2,4,4,0,0
0,4,4,3,0
2,4,4,3,0
1,5,5,0,0
2,5,5,4,0
0,6,6,0,0
1,6,6,4,0
1,6,6,3,0
1,5,5,4,0
2,4,4,3,0
1,5,5,0,0
2,4,4,2,0
0,5,5,0,0
1,6,6,0,0
1,6,6,2,0
1,5,5,2,0
1,6,6,0,0
1,7,7,0,0
0,4,4,3,0
1,4,4,3,0
0,5,5,0,0
0,4,4,2,0
0,4,4,2,0
2,4,4,2,0
2,5,5,0,0
1,4,4,3,0
0,4,4,3,0
2,5,5,0,0
0,4,4,3,0
0,5,5,0,0
2,6,6,0,0
1,4,4,3,0
2,4,4,3,0
0,4,4,4,0
2,4,4,4,0
1,4,4,3,0
1,4,4,2,0
0,3,3,2,0
1,4,4,0,0
1,5,5,0,0
0,4,4,3,0
0,5,5,0,0
1,3,3,1,0
0,4,4,0,0
0,4,4,3,0
1,4,4,3,0
0,5,5,0,0
1,5,5,3,1
1,5,5,2,1
1,6,6,0,0
1,6,6,3,1
1,6,6,4,0
1,7,7,0,1
1,7,7,3,1
0,8,8,0,0
1,8,8,3,1
1,7,7,3,1
0,8,8,0,0
1,8,8,3,1
1,7,7,2,1
2,8,8,0,0
1,8,8,3,0
1,9,9,0,1
2,8,8,3,0
1,9,9,0,1
0,10,10,0,0
0,10,10,4,0
1,11,11,0,1
1,10,10,4,1
1,9,9,4,1
1,8,8,4,1
1,6,6,2,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
2,6,6,0,0
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
2,6,6,0,0
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
0,6,6,0,0
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
0,6,6,0,0
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
2,7,7,0,0
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
1,5,5,1,1
2,6,6,0,0
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,6,6,2,1
1,5,5,1,1
1,5,5,1,1
1,6,6,0,1
1,6,6,1,1
1,7,7,0,1
1,8,8,0,1
1,9,9,0,1
1,10,10,0,1
1,11,11,0,1
1,12,12,0,1
1,12,12,1,1
1,13,13,0,1
1,10,10,1,1
1,7,7,1,1
1,6,6,1,1
1,4,4,1,1
1,5,5,0,1
1,6,6,0,1
1,7,7,0,1
1,8,8,0,1
1,9,9,0,1
1,10,10,0,1
1,11,11,0,1
1,12,12,0,1
